,Comment,Emotion
2180,every feel free,joy
2181,know find job god plan feel little uncertain everything moment,fear
2182,feel like successful independent woman la destinys child,joy
2183,first day visit hospital disgusted experience offensive smell never expect nearly run away course,anger
2184,bag still feel strong,joy
2185,feel like dlk could make pretty sweet full length,joy
2186,feel stressed overwhelm come rely meet mostly club,anger
2187,feel kind insecure anyways back doha,fear
2188,would feel excited wait mailman come house hand letter,joy
2189,mean not feel like one feel like casual outing meet catch,joy
2190,hope make friend feel welcome,joy
2191,remember feel impatient even struggle like time,anger
2192,feel torture sense wrong,fear
2193,feel selfish time want escape day day feel like think kid take instead,anger
2194,horrible tragedy something terribly ashamed something cause great pain make feel vulnerable one two trust people know could call help,fear
2195,feel honor veil lift moment,joy
2196,feel though least range age doubtful believe religion uncommon mother bear see atheist mean moral person,fear
2197,really love day make feel gratitude wonderful day make feel happy,joy
2198,feel irate,anger
2199,feel nervous,fear
2200,feel irritated suppose guy waste valuable time talk lady,anger
2201,feel peaceful whole situation,joy
2202,feel hesitant want buy another house,fear
2203,feel like give shout delicious,joy
2204,reply feel suspicious,fear
2205,wrong ridiculous feel pissed,anger
2206,find able student think,fear
2207,would feel helpless feeling wrong frustrated misunderstood,fear
2208,shop friend day ask feel book come say terrify ask,fear
2209,feel good fact go zumba half hour later hour leave feel even energetic possible,joy
2210,feel like welcome tight knit family make sure feel alone ever,joy
2211,feel quite mad,anger
2212,feel bit reluctant turn people,fear
2213,feel bit jealous try date long time ago not want,anger
2214,can not seem hold back come feel wish could heartless keep pain away sigh whatever fucking emo live journal,anger
2215,really remember feel wonderful oatmeal bath,joy
2216,write feeling appal,anger
2217,want every woman feel kind love god sheri share letter king positive,joy
2218,feeling sarcastic ivspirit href http translatethis,anger
2219,turn head away even feel frightened,fear
2220,normally well avoid expensive pre package product go waitrose still feel bit shake parking issue buy extra bit calm nerve,fear
2221,feel tad smug right,joy
2222,feel though determined annoy know not want listen radio,joy
2223,feel strong urge stop work trip,joy
2224,feel envious nation despite small land,anger
2225,think feel excited today,joy
2226,feel rather hostile whole hostel situation,anger
2227,love everything learn feel really passionate design,joy
2228,sing confident feel still get little nervous opening night,fear
2229,could not help feel totally distraught utterly helpless lorena kidnap torture almost death band enemy desperate freedom,fear
2230,feel like people internet issue online friend expect hateful mean well,anger
2231,try feel judge eye see weird vain bastard think much,fear
2232,thank enough always find way make feel well,joy
2233,feel content relieve scene mind,joy
2234,incredibly youthful employment angry stay feel offend simply not professional decide,anger
2235,not drink green charge water day feel irritable disorient,anger
2236,want see feel something feel obnoxious,anger
2237,swing feel resentful other need feel ashamed angry able well daughter sister friend citizen,anger
2238,need need someone need protect feel safe small find season word,joy
2239,feel someone rude wrongly do something lose,anger
2240,plod take far long feel rather virtuous,joy
2241,wonder ever feel pain sadness always seem lively,joy
2242,feel much positive impending move,joy
2243,feel control petty dissatisfaction try act think feel positive life,anger
2244,feel bitter suppose provide privileged space someone else not get,anger
2245,feel shake far far age group target,fear
2246,work certain place everyday work dad would come pick one day come,fear
2247,feel someone wrong feel wrong get rile action find offensive unsheathe sword good lord well look,anger
2248,feel greedy thought relief let linger,anger
2249,get to feel da bul taewuhbeoryeo burn get to feel niga ulbujitneun nal ah neoneun wiheomhae gal ttaekkaji gatsseo get away woooo becuz cuz dangerous b,anger
2250,feel quite successful achieve vision,joy
2251,feel hesitant contact,fear
2252,feel rude take someone photo rather feel awkward ask take photo,anger
2253,grateful strong support system internally externally rely feel uncertain weak,fear
2254,tend little relaxed day force bit flexible toddler lot day leave feel frustrated not get do,anger
2255,feel offend offend way oh crap go offend people way,anger
2256,stop feel clever feel memory do,joy
2257,feel like want punch handsome face,joy
2258,feel like less person constantly hear family member use hateful language every time anything even remotely related homosexuality come,anger
2259,feel paranoid want feel like back ever,fear
2260,feel like karen far greedy pushy demand front,anger
2261,hope run around irrationally kill people feel threatened like animal,fear
2262,feel like torture artist talk,anger
2263,feel honor precious little girl mother,joy
2264,read sentinel article hanford city councilman dan chins propose media policy secret committee meeting feeling could sum single word alarm,fear
2265,usually use small lego however year student fine motor delay want student feel successful,joy
2266,car prizecompetition moment inform,joy
2267,want feel sweet embrace not take paper bag face love smile face eye damn good tell lie,joy
2268,feel little skeptical get lose,fear
2269,feel never really tell much guess scared not get anything loose,fear
2270,feel intimidate girl acne getting rid pimple,fear
2271,guess feel insecure anxious,fear
2272,remember disappointed show month actually feel like less lady like movement acceptable,joy
2273,spend obsess decision feel anxious,fear
2274,feel like lucky like four leaf clover,joy
2275,really feel like time get mad,anger
2276,know feel like face irate customer,anger
2277,guess boy feel shy sick honestly could use help,fear
2278,know still feel kind agitated also switch feel hot feel cold lie,anger
