,Comment,Emotion
4938,keep wonder hit wall grief loss even fun feel excited enjoy wonderful friend pre summer time experience,joy
4939,want sweep foot feel special rather tell,joy
4940,hear way parent friend mistreat,anger
4941,worry feel resentful woman work,anger
4942,still feel like get walk well try,joy
4943,feel little grumpy thinking everything need get do flip around way well ready roll sleeve write list get work,anger
4944,think type show feeling laugh convince know happen beyond closed door make conclusion,joy
4945,feel get agitate constant noise chatter,fear
4946,must bring perspective equation consider would feel go week without call phone find miss final opportunity talk parent,sadness
4947,find chase needle feeling stress entire process,sadness
4948,feel bad anything,sadness
4949,feel like jaded cat whatever ever get nervous race do many care less,sadness
4950,neither ask deserve feel frightened kook put danger reason,fear
4951,say eventually bring sugar contain say end make feel groggy give tummy ache also guilt feel afterwards,sadness
4952,feel beat,sadness
4953,try make anyone feel uncomfortable,fear
4954,feel like take world even say will not afraid discourage,fear
4955,spend life condemn other feel wrong people yet consequence strangely bitter,anger
4956,feel utterly dismay favourite lloyd grossman product ditch,sadness
4957,bogge feeling unloved end make feel worthy love shower upon feel love joy feel deep within unworthy,sadness
4958,feel welcome,joy
4959,feel louis vuitton take court instance ebay buy fake lv anymore well purpose,sadness
4960,want pass away feel good brother grandparent,joy
4961,feel lately vulnerable impressionable little emotional,fear
4962,ask anyone ever confess feeling someone get accept reject,joy
4963,try try every single person hang feel like everything fake,sadness
4964,stuck feel hopeless time,sadness
4965,feel hesitant put much else word,fear
4966,feel horrible want sonipro amp source geekparty linkedin target blank title share tumblr rel nofollow href http www,sadness
4967,start feel fine sleep would not come,joy
4968,feel like love even work appreciate every snuggle feed little since miss much go,love
4969,tell little much hate feel needy hate moment know become attach head,sadness
4970,feel like hate series lot since start blogge little honesty order,sadness
4971,trust mike deeply personal information feeling delight see trust reward pragmatic advice practical outcome,joy
4972,feel pretty relieved psyche actually get see something penn say member production team sift mound trash pull box game atari product,joy
4973,feel long thing look cool,joy
4974,always giver taker feel selfish consider idea,anger
4975,feel adventurous willing take risk img src http cdn,joy
4976,leave feel numb shaky,sadness
4977,could continue feel awful cry friend focus wrong end feel bad,sadness
4978,feel honored grateful wonderful people entrust we beautiful boy son,joy
4979,feel apprehensive open blue door,fear
4980,wander depth market feel curious,surprise
4981,go gush much relationship know feel content day,joy
4982,feel humiliate choose believe somehow janis sander see word know get away abuse other,sadness
4983,feel completely worthless,sadness
4984,feel remorseful ready die look mirror,sadness
4985,definetly need feel quite lethargic,sadness
4986,feel determined face fact gander donut href http,joy
4987,feel little bashful,fear
4988,feel assure bet know relate,joy
4989,feel frustrated sometimes mac lipstick read name open select shade,anger
4990,fit never despite fact give option would still choose outsider combine lack creativity originality dare say utter conformity student body make feel depressed,sadness
4991,feel unpleasant time long,sadness
4992,think finally articulate prius shiny happy al gore wear patagonia alaska way somewhat insidious make driving feel like virtuous act,joy
4993,feel much optimistic come en route,joy
4994,not know easy mental illness watch someone love battle today think hard thing feel helpless stop,sadness
4995,know pair sock take two month make feel truly truly distract string like call,anger
4996,feel frantic beat heart cookie voice surprisingly clear,fear
4997,lecture,joy
4998,feel little light spirit know neither warrick despise incredible naivety stupidity,anger
4999,run feel threatened insecure,fear
5000,like ending feel like little bit rush,anger
5001,feel rather artistic feel like share artwork,joy
5002,feel like project actually help pick valuable car decent look well efficient everyday use,joy
5003,say make difference parent open easy talk teacher really feel perfect fit child,joy
5004,feel happy enjoy change life look forward unknown good time yet come autumn winter suddenly new step journey,joy
5005,feel pretty low joan see disappointment lift spirit corinthian,sadness
5006,could not help feel little envious treat body power people might store demonstration super strength perfect specimen glisten accentuate oil exercise gear see,anger
5007,feel troubled also terrify minute partner view hundred white jacket obtain catch surgeon evaluate area sterile clean smelling brim numerous device,sadness
5008,hide secret inside away everyone feel ashamed like assistance make well,sadness
5009,not know can trust not know feel trust,joy
5010,feel greedy want see film series continue,anger
5011,admit feel little irate well control,anger
5012,not yeast infection vagina could feel irritated yeast due diet stop eat lot sugary food,anger
5013,can not help feel not selfish could shelter feel way,anger
5014,plague awkward feeling charming tale charming gal name,joy
5015,feel lively,joy
5016,swing feel resentful other need feel ashamed angry able well daughter sister friend citizen,anger
5017,feel determined regain routine proud,joy
5018,feel alarmed,fear
5019,feel extremely honoured flatter turn advice matter hope help decision,joy
5020,year old one time know dad not come home bad feeling ever feel hate since will not ever change,anger
5021,come quarter feel really invigorated work back end spring quarter sleep eat well take care good work,joy
5022,would feel ungrateful not thank know,sadness
5023,feel glamorous rich enough enrich perfume collection even haha,joy
5024,feel like try try relationship tradition people care get damage,sadness
5025,phone tech support today turn something common guy phone thought feeling curious world,surprise
5026,may feel uncomfortable want give,fear
5027,feel like much sure much overwhelmed unhappy enjoy time family,joy
5028,feel stunned sad earthquake christchurch new zealand yesterday,surprise
5029,also suspect like feel like want die reluctant share information anyone freak scary,fear
